Row ID,Order ID,Product ID,Ship Date,Ship Mode,Customer ID,Order Date,Order_Data_year,Order_Data_month,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,unitprice,Promotion name
4712,CA-2014-112403,OFF-BI-10003529,2014.3.31,Same Day,JO-15280,2019.3.31,"2,019",3,Jas O'Carroll,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,Avery Round Ring Poly Binders,1080,1,70%,3600,VIP쿠폰
5049,US-2014-104759,OFF-BI-10002071,2014.4.4,Standard Class,DD-13570,2019.3.31,"2,019",3,Dorothy Dickinson,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,10500,7,80%,7500,VIP쿠폰
5050,US-2014-104759,TEC-AC-10004901,2014.4.4,Standard Class,DD-13570,2019.3.31,"2,019",3,Dorothy Dickinson,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,103840,2,20%,64900,월간 정기 쿠폰
5480,CA-2014-101770,OFF-BI-10001097,2014.4.4,Standard Class,KB-16240,2019.3.31,"2,019",3,Karen Bern,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,Avery Hole Reinforcements,2400,1,70%,8000,VIP쿠폰
9566,CA-2014-130428,FUR-CH-10002965,2014.3.31,Same Day,TG-21640,2019.3.31,"2,019",3,Trudy Glocke,Consumer,United States,Tampa,Florida,33614,South,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",1462720,7,20%,261200,월간 정기 쿠폰
9567,CA-2014-130428,OFF-BI-10001636,2014.3.31,Same Day,TG-21640,2019.3.31,"2,019",3,Trudy Glocke,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,16350,5,70%,10900,VIP쿠폰
9568,CA-2014-130428,OFF-AR-10004027,2014.3.31,Same Day,TG-21640,2019.3.31,"2,019",3,Trudy Glocke,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",5120,2,20%,3200,월간 정기 쿠폰
1373,US-2014-157021,OFF-LA-10002312,2014.4.6,Second Class,KM-16720,2019.4.1,"2,019",4,Kunst Miller,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,Avery 490,38400,2,0%,19200,
1374,US-2014-157021,OFF-BI-10000042,2014.4.6,Second Class,KM-16720,2019.4.1,"2,019",4,Kunst Miller,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",22080,4,20%,6900,월간 정기 쿠폰
7954,CA-2014-138359,OFF-ST-10000636,2014.4.6,Standard Class,KH-16330,2019.4.1,"2,019",4,Katharine Harms,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,86800,4,0%,21700,
7955,CA-2014-138359,OFF-BI-10000145,2014.4.6,Standard Class,KH-16330,2019.4.1,"2,019",4,Katharine Harms,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Binders,Zipper Ring Binder Pockets,8000,2,0%,4000,
5683,CA-2014-164315,OFF-PA-10004248,2014.4.8,Standard Class,RD-19585,2019.4.2,"2,019",4,Rob Dowd,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Paper,Xerox 1990,20400,3,0%,6800,
5684,CA-2014-164315,TEC-PH-10001128,2014.4.8,Standard Class,RD-19585,2019.4.2,"2,019",4,Rob Dowd,Consumer,United States,Athens,Georgia,30605,South,Technology,Phones,Motorola Droid Maxx,1364300,7,0%,194900,
5685,CA-2014-164315,OFF-AP-10003842,2014.4.8,Standard Class,RD-19585,2019.4.2,"2,019",4,Rob Dowd,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,201000,5,0%,40200,
8827,US-2014-157847,OFF-PA-10002986,2014.4.6,Second Class,SC-20020,2019.4.2,"2,019",4,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,Xerox 1898,34400,5,20%,8600,월간 정기 쿠폰
8828,US-2014-157847,OFF-PA-10001593,2014.4.6,Second Class,SC-20020,2019.4.2,"2,019",4,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,Xerox 1947,43120,7,20%,7700,월간 정기 쿠폰
8920,CA-2014-160276,FUR-FU-10003192,2014.4.8,Standard Class,AH-10690,2019.4.2,"2,019",4,Anna Häberlin,Corporate,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,230800,2,0%,115400,
9884,CA-2014-112291,OFF-EN-10001415,2014.4.8,Standard Class,KE-16420,2019.4.3,"2,019",4,Katrina Edelman,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Envelopes,Staple envelope,14400,2,0%,7200,
9885,CA-2014-112291,TEC-AC-10001284,2014.4.8,Standard Class,KE-16420,2019.4.3,"2,019",4,Katrina Edelman,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,81000,3,0%,27000,
9886,CA-2014-112291,TEC-AC-10000736,2014.4.8,Standard Class,KE-16420,2019.4.3,"2,019",4,Katrina Edelman,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,Logitech G600 MMO Gaming Mouse,207800,2,0%,103900,
1561,CA-2014-105172,OFF-LA-10001641,2014.4.9,Standard Class,PK-18910,2019.4.4,"2,019",4,Paul Knutson,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Labels,Avery 518,24000,6,0%,4000,
3955,CA-2014-133228,FUR-FU-10004020,2014.4.9,Standard Class,MS-17710,2019.4.4,"2,019",4,Maurice Satty,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,7100,1,0%,7100,
3956,CA-2014-133228,OFF-AR-10001955,2014.4.9,Standard Class,MS-17710,2019.4.4,"2,019",4,Maurice Satty,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Art,Newell 319,102800,4,0%,25700,
4845,US-2014-128685,OFF-BI-10004140,2014.4.5,First Class,MZ-17515,2019.4.4,"2,019",4,Mary Zewe,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,Avery Non-Stick Binders,9280,2,20%,5800,월간 정기 쿠폰
5121,CA-2014-149538,OFF-ST-10004180,2014.4.8,Standard Class,KB-16585,2019.4.4,"2,019",4,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,Office Supplies,Storage,Safco Commercial Shelving,302000,5,0%,60400,
5122,CA-2014-149538,TEC-AC-10002926,2014.4.8,Standard Class,KB-16585,2019.4.4,"2,019",4,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,Technology,Accessories,Logitech Wireless Marathon Mouse M705,129800,2,0%,64900,
5123,CA-2014-149538,OFF-PA-10003797,2014.4.8,Standard Class,KB-16585,2019.4.4,"2,019",4,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,Office Supplies,Paper,Xerox 209,25200,3,0%,8400,
5124,CA-2014-149538,OFF-PA-10002195,2014.4.8,Standard Class,KB-16585,2019.4.4,"2,019",4,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,Office Supplies,Paper,Xerox 1966,16800,2,0%,8400,
711,CA-2014-113887,OFF-PA-10004071,2014.4.7,First Class,TH-21550,2019.4.5,"2,019",4,Tracy Hopkins,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",72100,1,0%,72100,
3277,CA-2014-102988,OFF-AR-10004757,2014.4.9,Second Class,GM-14695,2019.4.5,"2,019",4,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,Crayola Colored Pencils,29400,7,0%,4200,
3278,CA-2014-102988,TEC-PH-10001615,2014.4.9,Second Class,GM-14695,2019.4.5,"2,019",4,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,Technology,Phones,AT&T CL82213,37600,1,0%,37600,
3279,CA-2014-102988,OFF-PA-10003349,2014.4.9,Second Class,GM-14695,2019.4.5,"2,019",4,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,Xerox 1957,16800,2,0%,8400,
3280,CA-2014-102988,OFF-AR-10000127,2014.4.9,Second Class,GM-14695,2019.4.5,"2,019",4,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,Newell 321,29400,7,0%,4200,
3281,CA-2014-102988,OFF-SU-10002881,2014.4.9,Second Class,GM-14695,2019.4.5,"2,019",4,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,5413000,5,0%,1082600,
3879,CA-2014-151001,OFF-ST-10003455,2014.4.7,First Class,JG-15805,2019.4.5,"2,019",4,John Grady,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",64320,4,20%,20100,월간 정기 쿠폰
3880,CA-2014-151001,OFF-ST-10001031,2014.4.7,First Class,JG-15805,2019.4.5,"2,019",4,John Grady,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,Adjustable Personal File Tote,67520,4,20%,21100,월간 정기 쿠폰
9507,CA-2014-149104,OFF-AR-10002952,2014.4.7,Second Class,RD-19900,2019.4.5,"2,019",4,Ruben Dartt,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,34600,2,0%,17300,
9508,CA-2014-149104,OFF-BI-10004209,2014.4.7,Second Class,RD-19900,2019.4.5,"2,019",4,Ruben Dartt,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",52000,5,0%,10400,
9509,CA-2014-149104,OFF-AR-10004685,2014.4.7,Second Class,RD-19900,2019.4.5,"2,019",4,Ruben Dartt,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",18000,3,0%,6000,
9510,CA-2014-149104,OFF-ST-10000991,2014.4.7,Second Class,RD-19900,2019.4.5,"2,019",4,Ruben Dartt,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,896400,6,0%,149400,
9912,US-2014-157231,OFF-BI-10002852,2014.4.9,Standard Class,RP-19855,2019.4.5,"2,019",4,Roy Phan,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,Ibico Standard Transparent Covers,149800,7,0%,21400,
869,CA-2014-136742,OFF-BI-10003719,2014.4.10,Standard Class,GP-14740,2019.4.6,"2,019",4,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,Large Capacity Hanging Post Binders,58320,6,70%,32400,VIP쿠폰
1405,US-2014-118486,OFF-SU-10004498,2014.4.8,First Class,SD-20485,2019.4.6,"2,019",4,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,13360,1,20%,16700,월간 정기 쿠폰
1406,US-2014-118486,FUR-TA-10001039,2014.4.8,First Class,SD-20485,2019.4.6,"2,019",4,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,KI Adjustable-Height Table,201060,3,40%,111700,VIP쿠폰
1407,US-2014-118486,TEC-AC-10004659,2014.4.8,First Class,SD-20485,2019.4.6,"2,019",4,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,151680,2,20%,94800,월간 정기 쿠폰
5036,CA-2014-169803,FUR-TA-10000688,2014.4.12,Standard Class,SC-20260,2019.4.6,"2,019",4,Scott Cohen,Corporate,United States,Seattle,Washington,98115,West,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",849600,3,0%,283200,
5037,CA-2014-169803,TEC-AC-10003441,2014.4.12,Standard Class,SC-20260,2019.4.6,"2,019",4,Scott Cohen,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,44000,2,0%,22000,
6016,CA-2014-102652,FUR-FU-10000747,2014.4.12,Standard Class,AY-10555,2019.4.6,"2,019",4,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,119400,2,0%,59700,
6017,CA-2014-102652,FUR-FU-10001918,2014.4.12,Standard Class,AY-10555,2019.4.6,"2,019",4,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,42700,7,0%,6100,
6018,CA-2014-102652,OFF-PA-10003309,2014.4.12,Standard Class,AY-10555,2019.4.6,"2,019",4,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,Xerox 211,25200,3,0%,8400,
6019,CA-2014-102652,OFF-PA-10001977,2014.4.12,Standard Class,AY-10555,2019.4.6,"2,019",4,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,Xerox 194,72100,1,0%,72100,
8839,CA-2014-153808,OFF-AR-10001725,2014.4.10,Second Class,FH-14275,2019.4.6,"2,019",4,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,92100,3,0%,30700,
8840,CA-2014-153808,OFF-BI-10002794,2014.4.10,Second Class,FH-14275,2019.4.6,"2,019",4,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",85120,2,20%,53200,월간 정기 쿠폰
8841,CA-2014-153808,TEC-AC-10004171,2014.4.10,Second Class,FH-14275,2019.4.6,"2,019",4,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,389700,3,0%,129900,
3482,CA-2014-124023,FUR-FU-10004415,2014.4.10,First Class,PJ-19015,2019.4.7,"2,019",4,Pauline Johnson,Consumer,United States,Mobile,Alabama,36608,South,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",11600,2,0%,5800,
4177,CA-2014-128846,TEC-PH-10003273,2014.4.12,Standard Class,RS-19765,2019.4.7,"2,019",4,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Phones,AT&T TR1909W,818500,5,0%,163700,
4178,CA-2014-128846,OFF-PA-10000100,2014.4.12,Standard Class,RS-19765,2019.4.7,"2,019",4,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,Xerox 1945,159600,3,0%,53200,
6253,CA-2014-165806,OFF-PA-10003441,2014.4.7,Same Day,VM-21685,2019.4.7,"2,019",4,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,Office Supplies,Paper,Xerox 226,75600,9,0%,8400,
6254,CA-2014-165806,TEC-PH-10004922,2014.4.7,Same Day,VM-21685,2019.4.7,"2,019",4,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,261000,3,0%,87000,
3836,CA-2014-100363,OFF-FA-10000611,2014.4.15,Standard Class,JM-15655,2019.4.8,"2,019",4,Jim Mitchum,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Fasteners,Binder Clips by OIC,3040,2,20%,1900,월간 정기 쿠폰
3837,CA-2014-100363,OFF-PA-10004733,2014.4.15,Standard Class,JM-15655,2019.4.8,"2,019",4,Jim Mitchum,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,Things To Do Today Spiral Book,24480,3,20%,10200,월간 정기 쿠폰
5927,US-2014-118997,FUR-TA-10001086,2014.4.12,Standard Class,RA-19885,2019.4.8,"2,019",4,Ruben Ausman,Corporate,United States,Decatur,Alabama,35601,South,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1580000,8,0%,197500,
6381,US-2014-163797,OFF-FA-10001883,2014.4.13,Standard Class,PC-19000,2019.4.8,"2,019",4,Pauline Chand,Home Office,United States,Chandler,Arizona,85224,West,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",64640,8,20%,10100,월간 정기 쿠폰
7047,CA-2014-150581,FUR-TA-10003748,2014.4.12,Standard Class,NM-18445,2019.4.8,"2,019",4,Nathan Mautz,Home Office,United States,Concord,California,94521,West,Furniture,Tables,Bevis 36 x 72 Conference Tables,129440,1,20%,161800,월간 정기 쿠폰
7048,CA-2014-150581,TEC-AC-10001908,2014.4.12,Standard Class,NM-18445,2019.4.8,"2,019",4,Nathan Mautz,Home Office,United States,Concord,California,94521,West,Technology,Accessories,Logitech Wireless Headset h800,519600,4,0%,129900,
7410,CA-2014-121769,FUR-TA-10004442,2014.4.12,Standard Class,JS-15880,2019.4.8,"2,019",4,John Stevenson,Consumer,United States,Toledo,Ohio,43615,East,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,223740,1,40%,372900,VIP쿠폰
3774,US-2014-102715,OFF-FA-10001332,2014.4.13,Second Class,JK-15370,2019.4.11,"2,019",4,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",8880,3,20%,3700,월간 정기 쿠폰
3775,US-2014-102715,TEC-AC-10002001,2014.4.13,Second Class,JK-15370,2019.4.11,"2,019",4,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,Logitech Wireless Gaming Headset G930,498960,3,20%,207900,월간 정기 쿠폰
3776,US-2014-102715,OFF-PA-10000029,2014.4.13,Second Class,JK-15370,2019.4.11,"2,019",4,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Paper,Xerox 224,13440,2,20%,8400,월간 정기 쿠폰
3777,US-2014-102715,TEC-AC-10001874,2014.4.13,Second Class,JK-15370,2019.4.11,"2,019",4,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,436240,7,20%,77900,월간 정기 쿠폰
4578,US-2014-121734,OFF-BI-10004817,2014.4.16,Standard Class,SE-20110,2019.4.11,"2,019",4,Sanjit Engle,Consumer,United States,Lewiston,Idaho,83501,West,Office Supplies,Binders,GBC Personal VeloBind Strips,12400,1,20%,15500,월간 정기 쿠폰
4862,CA-2014-138940,TEC-PH-10001835,2014.4.16,Second Class,GM-14455,2019.4.11,"2,019",4,Gary Mitchum,Home Office,United States,Austin,Texas,78745,Central,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,985440,6,20%,205300,월간 정기 쿠폰
8358,CA-2014-110555,OFF-ST-10000876,2014.4.18,Standard Class,MM-18055,2019.4.11,"2,019",4,Michelle Moray,Consumer,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,Eldon Simplefile Box Office,112700,7,0%,16100,
8359,CA-2014-110555,TEC-PH-10000586,2014.4.18,Standard Class,MM-18055,2019.4.11,"2,019",4,Michelle Moray,Consumer,United States,Great Falls,Montana,59405,West,Technology,Phones,AT&T SB67148 SynJ,137120,2,20%,85700,월간 정기 쿠폰
8360,CA-2014-110555,TEC-AC-10003399,2014.4.18,Standard Class,MM-18055,2019.4.11,"2,019",4,Michelle Moray,Consumer,United States,Great Falls,Montana,59405,West,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,282600,6,0%,47100,
2794,CA-2014-154599,TEC-PH-10001557,2014.4.17,Standard Class,KN-16450,2019.4.12,"2,019",4,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,Pyle PMP37LED,1396640,14,20%,124700,월간 정기 쿠폰
2795,CA-2014-154599,TEC-PH-10000576,2014.4.17,Standard Class,KN-16450,2019.4.12,"2,019",4,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,AT&T 1080 Corded phone,569600,4,20%,178000,월간 정기 쿠폰
2796,CA-2014-154599,OFF-BI-10002764,2014.4.17,Standard Class,KN-16450,2019.4.12,"2,019",4,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,22960,7,20%,4100,월간 정기 쿠폰
2797,CA-2014-154599,FUR-BO-10001337,2014.4.17,Standard Class,KN-16450,2019.4.12,"2,019",4,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,400860,3,15%,157200,월간 정기 쿠폰
9098,US-2014-158365,OFF-PA-10000289,2014.4.17,Standard Class,SV-20785,2019.4.12,"2,019",4,Stewart Visinsky,Consumer,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,Xerox 213,42000,5,0%,8400,
9850,CA-2014-142979,OFF-AR-10002987,2014.4.18,Standard Class,EH-13765,2019.4.12,"2,019",4,Edward Hooks,Corporate,United States,Lodi,California,95240,West,Office Supplies,Art,Prismacolor Color Pencil Set,51400,2,0%,25700,
341,CA-2014-122336,OFF-AR-10000122,2014.4.17,Second Class,JD-15895,2019.4.13,"2,019",4,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,Newell 314,23040,4,20%,7200,월간 정기 쿠폰
342,CA-2014-122336,OFF-BI-10003656,2014.4.17,Second Class,JD-15895,2019.4.13,"2,019",4,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,662700,10,70%,220900,VIP쿠폰
343,CA-2014-122336,OFF-FA-10002780,2014.4.17,Second Class,JD-15895,2019.4.13,"2,019",4,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,Staples,39520,13,20%,3800,월간 정기 쿠폰
344,CA-2014-122336,TEC-PH-10000702,2014.4.17,Second Class,JD-15895,2019.4.13,"2,019",4,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",92880,12,40%,12900,VIP쿠폰
6708,CA-2014-167724,OFF-LA-10002368,2014.4.18,Standard Class,BF-11170,2019.4.13,"2,019",4,Ben Ferrer,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Labels,Avery 479,9900,3,0%,3300,
7657,US-2014-120740,OFF-AP-10000240,2014.4.15,Same Day,PS-18970,2019.4.15,"2,019",4,Paul Stevenson,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,139000,2,0%,69500,
7658,US-2014-120740,FUR-FU-10004091,2014.4.15,Same Day,PS-18970,2019.4.15,"2,019",4,Paul Stevenson,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",244000,4,0%,61000,
404,CA-2014-155208,OFF-AR-10003478,2014.4.20,Standard Class,SP-20650,2019.4.16,"2,019",4,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",50400,6,20%,10500,월간 정기 쿠폰
3533,CA-2014-110849,TEC-MA-10002859,2014.4.23,Standard Class,JL-15835,2019.4.18,"2,019",4,John Lee,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,374080,4,20%,116900,월간 정기 쿠폰
3534,CA-2014-110849,OFF-AR-10002375,2014.4.23,Standard Class,JL-15835,2019.4.18,"2,019",4,John Lee,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,Newell 351,16800,4,0%,4200,
3535,CA-2014-110849,OFF-AR-10000657,2014.4.23,Standard Class,JL-15835,2019.4.18,"2,019",4,John Lee,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",13500,5,0%,2700,
3536,CA-2014-110849,OFF-FA-10000134,2014.4.23,Standard Class,JL-15835,2019.4.18,"2,019",4,John Lee,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",15000,2,0%,7500,
6569,CA-2014-100678,OFF-AR-10001868,2014.4.22,Standard Class,KM-16720,2019.4.18,"2,019",4,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,Prang Dustless Chalk Sticks,3360,2,20%,2100,월간 정기 쿠폰
6570,CA-2014-100678,FUR-CH-10002602,2014.4.22,Standard Class,KM-16720,2019.4.18,"2,019",4,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,412020,3,30%,196200,월간 정기 쿠폰
6571,CA-2014-100678,OFF-EN-10000056,2014.4.22,Standard Class,KM-16720,2019.4.18,"2,019",4,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,193920,3,20%,80800,월간 정기 쿠폰
6572,CA-2014-100678,TEC-AC-10000474,2014.4.22,Standard Class,KM-16720,2019.4.18,"2,019",4,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,296160,3,20%,123400,월간 정기 쿠폰
4570,CA-2014-169460,FUR-FU-10004017,2014.4.21,Second Class,NF-18595,2019.4.19,"2,019",4,Nicole Fjeld,Home Office,United States,San Jose,California,95123,West,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",98700,3,0%,32900,
7843,CA-2014-158470,OFF-BI-10003638,2014.4.23,Second Class,AG-10390,2019.4.19,"2,019",4,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,GBC Durable Plastic Covers,75300,3,0%,25100,
7844,CA-2014-158470,OFF-PA-10001569,2014.4.23,Second Class,AG-10390,2019.4.19,"2,019",4,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,Xerox 232,92400,11,0%,8400,
5076,CA-2014-134572,FUR-TA-10001705,2014.4.22,Second Class,SV-20365,2019.4.20,"2,019",4,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,Bush Advantage Collection Round Conference Table,967050,5,30%,276300,월간 정기 쿠폰
5077,CA-2014-134572,OFF-ST-10004634,2014.4.22,Second Class,SV-20365,2019.4.20,"2,019",4,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,"Personal Folder Holder, Ebony",58000,5,20%,14500,월간 정기 쿠폰
5078,CA-2014-134572,FUR-TA-10004442,2014.4.22,Second Class,SV-20365,2019.4.20,"2,019",4,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,522060,2,30%,372900,월간 정기 쿠폰
6850,CA-2014-101462,FUR-FU-10000409,2014.4.25,Standard Class,BP-11230,2019.4.20,"2,019",4,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",77600,4,0%,19400,
